"INT/EXT";"CODE FOURNISSEUR";"CODE COLLECTION";"CODE COULEUR";"CATEGORIE";"DIMENSION";"COULEUR";"REF1";"REF2";"DIMENSION2";"PRIX PUBLIC TTC";"PRIX PROMO TTC";"FOURNISSEUR";"COLLECTION";"COLLISAGE";"UNITE";"FINITION"
"INT";170;"N";1;" CARRELAGE ";6060;"DARK CLOUD";"GI";"STN";6060;" 55 € ";" 55 € ";"GAZZINI ";"STONE SELECTION";1,08;"m²";0
"EXT";170;"N";1;" CARRELAGE ";6060;"DARK CLOUD";"GI";"STN";6060;" 55 € ";" 55 € ";"GAZZINI ";"STONE SELECTION";1,08;"m²";0
"INT";170;"N";1;" CARRELAGE ";60120;"DARK CLOUD";"GI";"STN";60120;" 65 € ";" 65 € ";"GAZZINI ";"STONE SELECTION";1,44;"m²";0
"INT";170;"N";2;" CARRELAGE ";3060;"DOLMEN WHITE";"GI";"STN";3060;" 55 € ";" 55 € ";"GAZZINI ";"STONE SELECTION";1,08;"m²";0
"EXT";170;"N";2;" CARRELAGE ";3060;"DOLMEN WHITE";"GI";"STN";3060;" 55 € ";" 55 € ";"GAZZINI ";"STONE SELECTION";1,08;"m²";0
"INT";170;"N";2;" CARRELAGE ";6060;"DOLMEN WHITE";"GI";"STN";6060;" 55 € ";" 55 € ";"GAZZINI ";"STONE SELECTION";1,08;"m²";0
"EXT";170;"N";2;" CARRELAGE ";6060;"DOLMEN WHITE";"GI";"STN";6060;" 55 € ";" 55 € ";"GAZZINI ";"STONE SELECTION";1,08;"m²";0
"INT";170;"N";2;" CARRELAGE ";60120;"DOLMEN WHITE";"GI";"STN";60120;" 65 € ";" 65 € ";"GAZZINI ";"STONE SELECTION";1,44;"m²";0
"INT";170;"N";3;" CARRELAGE ";3060;"NEW GREY";"GI";"STN";3060;" 55 € ";" 55 € ";"GAZZINI ";"STONE SELECTION";1,08;"m²";0
"EXT";170;"N";3;" CARRELAGE ";3060;"NEW GREY";"GI";"STN";3060;" 55 € ";" 55 € ";"GAZZINI ";"STONE SELECTION";1,08;"m²";0
"INT";170;"N";3;" CARRELAGE ";6060;"NEW GREY";"GI";"STN";6060;" 55 € ";" 55 € ";"GAZZINI ";"STONE SELECTION";1,08;"m²";0
"EXT";170;"N";3;" CARRELAGE ";6060;"NEW GREY";"GI";"STN";6060;" 55 € ";" 55 € ";"GAZZINI ";"STONE SELECTION";1,08;"m²";0
"INT";170;"N";3;" CARRELAGE ";60120;"NEW GREY";"GI";"STN";60120;" 65 € ";" 65 € ";"GAZZINI ";"STONE SELECTION";1,44;"m²";0
"INT";170;"N";4;" CARRELAGE ";3060;"MOON CREAM";"GI";"STN";3060;" 55 € ";" 55 € ";"GAZZINI ";"STONE SELECTION";1,08;"m²";0
"EXT";170;"N";4;" CARRELAGE ";3060;"MOON CREAM";"GI";"STN";3060;" 55 € ";" 55 € ";"GAZZINI ";"STONE SELECTION";1,08;"m²";0
"INT";170;"N";4;" CARRELAGE ";6060;"MOON CREAM";"GI";"STN";6060;" 55 € ";" 55 € ";"GAZZINI ";"STONE SELECTION";1,08;"m²";0
"EXT";170;"N";4;" CARRELAGE ";6060;"MOON CREAM";"GI";"STN";6060;" 55 € ";" 55 € ";"GAZZINI ";"STONE SELECTION";1,08;"m²";0
"INT";170;"N";4;" CARRELAGE ";60120;"MOON CREAM";"GI";"STN";60120;" 65 € ";" 65 € ";"GAZZINI ";"STONE SELECTION";1,44;"m²";0
"INT";170;"O";1;" CARRELAGE ";20120;"ST TROPEZ";"GI";"LB";20120;" 61 € ";" 61 € ";"GAZZINI";"LES BOIS";0,96;"m²";0
"EXT";170;"O";1;" CARRELAGE ";20120;"ST TROPEZ";"GI";"LB";20120;" 61 € ";" 61 € ";"GAZZINI";"LES BOIS";0,96;"m²";0
"INT";170;"O";1;" CARRELAGE ";26180;"ST TROPEZ";"GI";"LB";26180;" 79 € ";" 79 € ";"GAZZINI";"LES BOIS";1,43;"m²";0
"INT";170;"O";1;" CARRELAGE ";30120;"ST TROPEZ";"GI";"LB";30120;" 61 € ";" 61 € ";"GAZZINI";"LES BOIS";1,44;"m²";0
"INT";170;"O";2;" CARRELAGE ";20120;"ANTIBES";"GI";"LB";20120;" 61 € ";" 61 € ";"GAZZINI";"LES BOIS";0,96;"m²";0
"EXT";170;"O";2;" CARRELAGE ";20120;"ANTIBES";"GI";"LB";20120;" 61 € ";" 61 € ";"GAZZINI";"LES BOIS";0,96;"m²";0
"INT";170;"O";2;" CARRELAGE ";26180;"ANTIBES";"GI";"LB";26180;" 79 € ";" 79 € ";"GAZZINI";"LES BOIS";1,43;"m²";0
"INT";170;"O";2;" CARRELAGE ";30120;"ANTIBES";"GI";"LB";30120;" 61 € ";" 61 € ";"GAZZINI";"LES BOIS";1,44;"m²";0
"INT";170;"O";3;" CARRELAGE ";20120;"BIARRITZ";"GI";"LB";20120;" 61 € ";" 61 € ";"GAZZINI";"LES BOIS";0,96;"m²";0
"EXT";170;"O";3;" CARRELAGE ";20120;"BIARRITZ";"GI";"LB";20120;" 61 € ";" 61 € ";"GAZZINI";"LES BOIS";0,96;"m²";0
"INT";170;"O";3;" CARRELAGE ";26180;"BIARRITZ";"GI";"LB";26180;" 79 € ";" 79 € ";"GAZZINI";"LES BOIS";1,43;"m²";0
"INT";170;"O";3;" CARRELAGE ";30120;"BIARRITZ";"GI";"LB";30120;" 61 € ";" 61 € ";"GAZZINI";"LES BOIS";1,44;"m²";0
"INT";170;"Q";1;" CARRELAGE ";3060;"WHITE";"GI";"MH";3060;" 55 € ";" 55 € ";"GAZZINI";"MONOLITH";1,08;"m²";0
"INT";170;"Q";1;" CARRELAGE ";6060;"WHITE";"GI";"MH";6060;" 55 € ";" 55 € ";"GAZZINI";"MONOLITH";1,08;"m²";0
"INT";170;"Q";1;" CARRELAGE ";9090;"WHITE";"GI";"MH";9090;" 65 € ";" 65 € ";"GAZZINI";"MONOLITH";1,62;"m²";0
"INT";170;"Q";1;" CARRELAGE ";60120;"WHITE";"GI";"MH";60120;" 65 € ";" 65 € ";"GAZZINI";"MONOLITH";1,44;"m²";0
"INT";170;"Q";1;" PLINTHE ";560;"WHITE";"GI";"MH";560;" 17 € ";" 17 € ";"GAZZINI";"MONOLITH";12;"ml";0
"INT";170;"Q";1;" PLINTHE ";512;"WHITE";"GI";"MH";512;" 27 € ";" 27 € ";"GAZZINI";"MONOLITH";12;"ml";0
"INT";170;"Q";1;" MOSAIC ";3030;"WHITE 5x5";"GI";"MH";3030;" 22 € ";" 22 € ";"GAZZINI";"MONOLITH";6;"pce";0
"INT";170;"Q";2;" CARRELAGE ";3060;"BLACK";"GI";"MH";3060;" 55 € ";" 55 € ";"GAZZINI";"MONOLITH";1,08;"m²";0
"INT";170;"Q";2;" CARRELAGE ";6060;"BLACK";"GI";"MH";6060;" 55 € ";" 55 € ";"GAZZINI";"MONOLITH";1,08;"m²";0
"INT";170;"Q";2;" CARRELAGE ";9090;"BLACK";"GI";"MH";9090;" 65 € ";" 65 € ";"GAZZINI";"MONOLITH";1,62;"m²";0
"INT";170;"Q";2;" CARRELAGE ";60120;"BLACK";"GI";"MH";60120;" 65 € ";" 65 € ";"GAZZINI";"MONOLITH";1,44;"m²";0
"INT";170;"Q";2;" PLINTHE ";560;"BLACK";"GI";"MH";560;" 17 € ";" 17 € ";"GAZZINI";"MONOLITH";12;"ml";0
"INT";170;"Q";2;" PLINTHE ";512;"BLACK";"GI";"MH";512;" 27 € ";" 27 € ";"GAZZINI";"MONOLITH";12;"ml";0
"INT";170;"Q";2;" MOSAIC ";3030;"BLACK 5x5";"GI";"MH";3030;" 22 € ";" 22 € ";"GAZZINI";"MONOLITH";6;"pce";0
"INT";170;"Q";3;" CARRELAGE ";3060;"MUD";"GI";"MH";3060;" 55 € ";" 55 € ";"GAZZINI";"MONOLITH";1,08;"m²";0
"INT";170;"Q";3;" CARRELAGE ";6060;"MUD";"GI";"MH";6060;" 55 € ";" 55 € ";"GAZZINI";"MONOLITH";1,08;"m²";0
"INT";170;"Q";3;" CARRELAGE ";9090;"MUD";"GI";"MH";9090;" 65 € ";" 65 € ";"GAZZINI";"MONOLITH";1,62;"m²";0
"INT";170;"Q";3;" CARRELAGE ";60120;"MUD";"GI";"MH";60120;" 65 € ";" 65 € ";"GAZZINI";"MONOLITH";1,44;"m²";0
"INT";170;"Q";3;" PLINTHE ";560;"MUD";"GI";"MH";560;" 17 € ";" 17 € ";"GAZZINI";"MONOLITH";12;"ml";0
"INT";170;"Q";3;" PLINTHE ";512;"MUD";"GI";"MH";512;" 27 € ";" 27 € ";"GAZZINI";"MONOLITH";12;"ml";0
"INT";170;"Q";3;" MOSAIC ";3030;"MUD 5x5";"GI";"MH";3030;" 22 € ";" 22 € ";"GAZZINI";"MONOLITH";6;"pce";0
"INT";170;"Q";4;" CARRELAGE ";3060;"GREY";"GI";"MH";3060;" 55 € ";" 55 € ";"GAZZINI";"MONOLITH";1,08;"m²";0
"INT";170;"Q";4;" CARRELAGE ";6060;"GREY";"GI";"MH";6060;" 55 € ";" 55 € ";"GAZZINI";"MONOLITH";1,08;"m²";0
"INT";170;"Q";4;" CARRELAGE ";9090;"GREY";"GI";"MH";9090;" 65 € ";" 65 € ";"GAZZINI";"MONOLITH";1,62;"m²";0
"INT";170;"Q";4;" CARRELAGE ";60120;"GREY";"GI";"MH";60120;" 65 € ";" 65 € ";"GAZZINI";"MONOLITH";1,44;"m²";0
"INT";170;"Q";4;" PLINTHE ";560;"GREY";"GI";"MH";560;" 17 € ";" 17 € ";"GAZZINI";"MONOLITH";12;"ml";0
"INT";170;"Q";4;" PLINTHE ";512;"GREY";"GI";"MH";512;" 27 € ";" 27 € ";"GAZZINI";"MONOLITH";12;"ml";0
"INT";170;"Q";4;" MOSAIC ";3030;"GREY 5x5";"GI";"MH";3030;" 22 € ";" 22 € ";"GAZZINI";"MONOLITH";6;"pce";0
"INT";170;"Q";5;" CARRELAGE ";3060;"TAUPE";"GI";"MH";3060;" 55 € ";" 55 € ";"GAZZINI";"MONOLITH";1,08;"m²";0
"INT";170;"Q";5;" CARRELAGE ";6060;"TAUPE";"GI";"MH";6060;" 55 € ";" 55 € ";"GAZZINI";"MONOLITH";1,08;"m²";0
"INT";170;"Q";5;" CARRELAGE ";9090;"TAUPE";"GI";"MH";9090;" 65 € ";" 65 € ";"GAZZINI";"MONOLITH";1,62;"m²";0
"INT";170;"Q";5;" CARRELAGE ";60120;"TAUPE";"GI";"MH";60120;" 65 € ";" 65 € ";"GAZZINI";"MONOLITH";1,44;"m²";0
"INT";170;"Q";5;" PLINTHE ";560;"TAUPE";"GI";"MH";560;" 17 € ";" 17 € ";"GAZZINI";"MONOLITH";12;"ml";0
"INT";170;"Q";5;" PLINTHE ";512;"TAUPE";"GI";"MH";512;" 27 € ";" 27 € ";"GAZZINI";"MONOLITH";12;"ml";0
"INT";170;"Q";5;" MOSAIC ";3030;"TAUPE 5x5";"GI";"MH";3030;" 22 € ";" 22 € ";"GAZZINI";"MONOLITH";6;"pce";0
"INT";170;"R";1;" CARRELAGE ";6090;"GREY";"GI";"AR";6090;" 57 € ";" 57 € ";"GAZZINI";"ATELIER";1,08;"m²";0
"INT";170;"R";1;" CARRELAGE ";4060;"GREY";"GI";"AR";4060;" 55 € ";" 55 € ";"GAZZINI";"ATELIER";0,96;"m²";0
"INT";170;"R";1;" CARRELAGE ";2040;"GREY";"GI";"AR";2040;" 68 € ";" 68 € ";"GAZZINI";"ATELIER";0,64;"m²";0
"INT";170;"R";1;" CARRELAGE ";2020;"GREY";"GI";"AR";2020;" 71 € ";" 71 € ";"GAZZINI";"ATELIER";0,64;"m²";0
"INT";170;"R";1;" CARRELAGE ";4040;"GREY";"GI";"AR";4040;" 62 € ";" 62 € ";"GAZZINI";"ATELIER";0,96;"m²";0
"INT";170;"R";1;" CARRELAGE ";11;"GREY MIX BOX";"GI";"AR";11;" 67 € ";" 67 € ";"GAZZINI";"ATELIER";0,72;"m²";0
"INT";170;"R";2;" CARRELAGE ";6090;"IVORY";"GI";"AR";6090;" 57 € ";" 57 € ";"GAZZINI";"ATELIER";1,08;"m²";0
"INT";170;"R";2;" CARRELAGE ";4060;"IVORY";"GI";"AR";4060;" 55 € ";" 55 € ";"GAZZINI";"ATELIER";0,96;"m²";0
"INT";170;"R";2;" CARRELAGE ";2040;"IVORY";"GI";"AR";2040;" 68 € ";" 68 € ";"GAZZINI";"ATELIER";0,64;"m²";0
"INT";170;"R";2;" CARRELAGE ";2020;"IVORY";"GI";"AR";2020;" 71 € ";" 71 € ";"GAZZINI";"ATELIER";0,64;"m²";0
"INT";170;"R";2;" CARRELAGE ";4040;"IVORY";"GI";"AR";4040;" 62 € ";" 62 € ";"GAZZINI";"ATELIER";0,96;"m²";0
"INT";170;"R";2;" CARRELAGE ";11;"IVORY MIX BOX";"GI";"AR";11;" 67 € ";" 67 € ";"GAZZINI";"ATELIER";0,72;"m²";0
"INT";170;"R";3;" CARRELAGE ";6090;"WHITE";"GI";"AR";6090;" 57 € ";" 57 € ";"GAZZINI";"ATELIER";1,08;"m²";0
"INT";170;"R";3;" CARRELAGE ";4060;"WHITE";"GI";"AR";4060;" 55 € ";" 55 € ";"GAZZINI";"ATELIER";0,96;"m²";0
"INT";170;"R";3;" CARRELAGE ";2040;"WHITE";"GI";"AR";2040;" 68 € ";" 68 € ";"GAZZINI";"ATELIER";0,64;"m²";0
"INT";170;"R";3;" CARRELAGE ";2020;"WHITE";"GI";"AR";2020;" 71 € ";" 71 € ";"GAZZINI";"ATELIER";0,64;"m²";0
"INT";170;"R";3;" CARRELAGE ";4040;"WHITE";"GI";"AR";4040;" 62 € ";" 62 € ";"GAZZINI";"ATELIER";0,96;"m²";0
"INT";170;"R";3;" CARRELAGE ";11;"WHITE MIX BOX";"GI";"AR";11;" 67 € ";" 67 € ";"GAZZINI";"ATELIER";0,72;"m²";0
"INT";170;"R";4;" CARRELAGE ";6090;"BEIGE";"GI";"AR";6090;" 57 € ";" 57 € ";"GAZZINI";"ATELIER";1,08;"m²";0
"INT";170;"R";4;" CARRELAGE ";4060;"BEIGE";"GI";"AR";4060;" 55 € ";" 55 € ";"GAZZINI";"ATELIER";0,96;"m²";0
"INT";170;"R";4;" CARRELAGE ";2040;"BEIGE";"GI";"AR";2040;" 68 € ";" 68 € ";"GAZZINI";"ATELIER";0,64;"m²";0
"INT";170;"R";4;" CARRELAGE ";2020;"BEIGE";"GI";"AR";2020;" 71 € ";" 71 € ";"GAZZINI";"ATELIER";0,64;"m²";0
"INT";170;"R";4;" CARRELAGE ";4040;"BEIGE";"GI";"AR";4040;" 62 € ";" 62 € ";"GAZZINI";"ATELIER";0,96;"m²";0
"INT";170;"R";4;" CARRELAGE ";11;"BEIGE MIX BOX";"GI";"AR";11;" 67 € ";" 67 € ";"GAZZINI";"ATELIER";0,72;"m²";0
"INT";170;"S";1;" CARRELAGE ";60120;"MUD";"GI";"NT";60120;" 65 € ";" 65 € ";"GAZZINI";"NEXXT";1,44;"m²";0
"INT";170;"S";1;" CARRELAGE ";6060;"MUD";"GI";"NT";6060;" 55 € ";" 55 € ";"GAZZINI";"NEXXT";1,08;"m²";0
"INT";170;"S";1;" CARRELAGE ";3060;"MUD";"GI";"NT";3060;" 55 € ";" 55 € ";"GAZZINI";"NEXXT";1,08;"m²";0
"INT";170;"S";2;" CARRELAGE ";60120;"GREY";"GI";"NT";60120;" 65 € ";" 65 € ";"GAZZINI";"NEXXT";1,44;"m²";0
"INT";170;"S";2;" CARRELAGE ";6060;"GREY";"GI";"NT";6060;" 55 € ";" 55 € ";"GAZZINI";"NEXXT";1,08;"m²";0
"INT";170;"S";2;" CARRELAGE ";3060;"GREY";"GI";"NT";3060;" 55 € ";" 55 € ";"GAZZINI";"NEXXT";1,08;"m²";0
"INT";170;"S";3;" CARRELAGE ";60120;"TAUPE";"GI";"NT";60120;" 65 € ";" 65 € ";"GAZZINI";"NEXXT";1,44;"m²";0
"INT";170;"S";3;" CARRELAGE ";6060;"TAUPE";"GI";"NT";6060;" 55 € ";" 55 € ";"GAZZINI";"NEXXT";1,08;"m²";0
"INT";170;"S";3;" CARRELAGE ";3060;"TAUPE";"GI";"NT";3060;" 55 € ";" 55 € ";"GAZZINI";"NEXXT";1,08;"m²";0
"INT";170;"S";4;" CARRELAGE ";60120;"IVORY";"GI";"NT";60120;" 65 € ";" 65 € ";"GAZZINI";"NEXXT";1,44;"m²";0
"INT";170;"S";4;" CARRELAGE ";6060;"IVORY";"GI";"NT";6060;" 55 € ";" 55 € ";"GAZZINI";"NEXXT";1,08;"m²";0
"INT";170;"S";4;" CARRELAGE ";3060;"IVORY";"GI";"NT";3060;" 55 € ";" 55 € ";"GAZZINI";"NEXXT";1,08;"m²";0
"INT";170;"T";1;" CARRELAGE ";9090;"GREY";"GI";"FW";9090;" 65 € ";" 65 € ";"GAZZINI";"FLOW";1,62;"m²";0
"INT";170;"T";1;" CARRELAGE ";60120;"GREY";"GI";"FW";60120;" 55 € ";" 55 € ";"GAZZINI";"FLOW";1,44;"m²";0
"INT";170;"T";1;" CARRELAGE ";6060;"GREY";"GI";"FW";6060;" 55 € ";" 55 € ";"GAZZINI";"FLOW";1,08;"m²";0
"EXT";170;"T";1;" CARRELAGE ";6060;"GREY";"GI";"FW";6060;" 55 € ";" 55 € ";"GAZZINI";"FLOW";1,08;"m²";0
"INT";170;"T";1;" CARRELAGE ";3060;"GREY";"GI";"FW";3060;" 65 € ";" 65 € ";"GAZZINI";"FLOW";1,08;"m²";0
"INT";170;"T";2;" CARRELAGE ";9090;"TAUPE";"GI";"FW";9090;" 65 € ";" 65 € ";"GAZZINI";"FLOW";1,62;"m²";0
"INT";170;"T";2;" CARRELAGE ";60120;"TAUPE";"GI";"FW";60120;" 55 € ";" 55 € ";"GAZZINI";"FLOW";1,44;"m²";0
"INT";170;"T";2;" CARRELAGE ";6060;"TAUPE";"GI";"FW";6060;" 55 € ";" 55 € ";"GAZZINI";"FLOW";1,08;"m²";0
"EXT";170;"T";2;" CARRELAGE ";6060;"TAUPE";"GI";"FW";6060;" 55 € ";" 55 € ";"GAZZINI";"FLOW";1,08;"m²";0
"INT";170;"T";2;" CARRELAGE ";3060;"TAUPE";"GI";"FW";3060;" 65 € ";" 65 € ";"GAZZINI";"FLOW";1,08;"m²";0
"INT";170;"T";3;" CARRELAGE ";9090;"MUD";"GI";"FW";9090;" 65 € ";" 65 € ";"GAZZINI";"FLOW";1,62;"m²";0
"INT";170;"T";3;" CARRELAGE ";60120;"MUD";"GI";"FW";60120;" 55 € ";" 55 € ";"GAZZINI";"FLOW";1,44;"m²";0
"INT";170;"T";3;" CARRELAGE ";6060;"MUD";"GI";"FW";6060;" 55 € ";" 55 € ";"GAZZINI";"FLOW";1,08;"m²";0
"EXT";170;"T";3;" CARRELAGE ";6060;"MUD";"GI";"FW";6060;" 55 € ";" 55 € ";"GAZZINI";"FLOW";1,08;"m²";0
"INT";170;"T";3;" CARRELAGE ";3060;"MUD";"GI";"FW";3060;" 65 € ";" 65 € ";"GAZZINI";"FLOW";1,08;"m²";0
"INT";170;"T";4;" CARRELAGE ";9090;"IVORY";"GI";"FW";9090;" 65 € ";" 65 € ";"GAZZINI";"FLOW";1,62;"m²";0
"INT";170;"T";4;" CARRELAGE ";60120;"IVORY";"GI";"FW";60120;" 55 € ";" 55 € ";"GAZZINI";"FLOW";1,44;"m²";0
"INT";170;"T";4;" CARRELAGE ";6060;"IVORY";"GI";"FW";6060;" 55 € ";" 55 € ";"GAZZINI";"FLOW";1,08;"m²";0
"EXT";170;"T";4;" CARRELAGE ";6060;"IVORY";"GI";"FW";6060;" 55 € ";" 55 € ";"GAZZINI";"FLOW";1,08;"m²";0
"INT";170;"T";4;" CARRELAGE ";3060;"IVORY";"GI";"FW";3060;" 65 € ";" 65 € ";"GAZZINI";"FLOW";1,08;"m²";0
"INT";170;"T";5;" CARRELAGE ";9090;"BEIGE";"GI";"FW";9090;" 65 € ";" 65 € ";"GAZZINI";"FLOW";1,62;"m²";0
"INT";170;"T";5;" CARRELAGE ";60120;"BEIGE";"GI";"FW";60120;" 55 € ";" 55 € ";"GAZZINI";"FLOW";1,44;"m²";0
"INT";170;"T";5;" CARRELAGE ";6060;"BEIGE";"GI";"FW";6060;" 55 € ";" 55 € ";"GAZZINI";"FLOW";1,08;"m²";0
"EXT";170;"T";5;" CARRELAGE ";6060;"BEIGE";"GI";"FW";6060;" 55 € ";" 55 € ";"GAZZINI";"FLOW";1,08;"m²";0
"INT";170;"T";5;" CARRELAGE ";3060;"BEIGE";"GI";"FW";3060;" 65 € ";" 65 € ";"GAZZINI";"FLOW";1,08;"m²";0
"INT ";180;"C";1;" CARRELAGE ";3060;"BIANCO";"CR";"LN";3060;" 47 € ";" 31 € ";"CRISTACER";"LOGAN";1,03;"m²";0
"EXT";180;"C";1;" CARRELAGE ";3060;"BIANCO";"CR";"LN";3060;" 47 € ";" 31 € ";"CRISTACER";"LOGAN";1,03;"m²";0
"INT ";180;"C";1;" CARRELAGE ";4590;"BIANCO";"CR";"LN";4590;" 57 € ";" 38 € ";"CRISTACER";"LOGAN";1,21;"m²";0
"EXT";180;"C";1;" CARRELAGE ";4590;"BIANCO";"CR";"LN";4590;" 57 € ";" 38 € ";"CRISTACER";"LOGAN";1,21;"m²";0
"INT ";180;"C";1;" CARRELAGE ";6060;"BIANCO";"CR";"LN";6060;" 42 € ";" 27 € ";"CRISTACER";"LOGAN";1,05;"m²";0
"EXT";180;"C";1;" CARRELAGE ";6060;"BIANCO";"CR";"LN";6060;" 42 € ";" 27 € ";"CRISTACER";"LOGAN";1,05;"m²";0
"INT ";180;"C";1;" CARRELAGE ";9090;"BIANCO";"CR";"LN";9090;" 58 € ";" 38 € ";"CRISTACER";"LOGAN";1,62;"m²";0
"EXT";180;"C";1;" CARRELAGE ";9090;"BIANCO";"CR";"LN";9090;" 58 € ";" 38 € ";"CRISTACER";"LOGAN";1,62;"m²";0
"INT ";180;"C";1;" CARRELAGE ";60120;"BIANCO";"CR";"LN";60120;" 57 € ";" 38 € ";"CRISTACER";"LOGAN";1,44;"m²";0
"EXT";180;"C";1;" CARRELAGE ";60120;"BIANCO";"CR";"LN";60120;" 57 € ";" 38 € ";"CRISTACER";"LOGAN";1,44;"m²";0
"INT";180;"C";1;" PLINTHE ";890;"BIANCO";"CR";"LN";890;" 10 € ";" 10 € ";"CRISTACER";"LOGAN";10;"pce";0
"INT";180;"C";1;" PLINTHE ";860;"BIANCO";"CR";"LN";860;" 7 € ";" 7 € ";"CRISTACER";"LOGAN";18;"pce";0
"INT ";180;"C";2;" CARRELAGE ";3060;"CREAM";"CR";"LN";3060;" 47 € ";" 47 € ";"CRISTACER";"LOGAN";1,03;"m²";0
"EXT";180;"C";2;" CARRELAGE ";3060;"CREAM";"CR";"LN";3060;" 47 € ";" 47 € ";"CRISTACER";"LOGAN";1,03;"m²";0
"INT ";180;"C";2;" CARRELAGE ";4590;"CREAM";"CR";"LN";4590;" 57 € ";" 57 € ";"CRISTACER";"LOGAN";1,21;"m²";0
"EXT";180;"C";2;" CARRELAGE ";4590;"CREAM";"CR";"LN";4590;" 57 € ";" 57 € ";"CRISTACER";"LOGAN";1,21;"m²";0
"INT ";180;"C";2;" CARRELAGE ";6060;"CREAM";"CR";"LN";6060;" 42 € ";" 42 € ";"CRISTACER";"LOGAN";1,05;"m²";0
"EXT";180;"C";2;" CARRELAGE ";6060;"CREAM";"CR";"LN";6060;" 42 € ";" 42 € ";"CRISTACER";"LOGAN";1,05;"m²";0
"INT ";180;"C";2;" CARRELAGE ";9090;"CREAM";"CR";"LN";9090;" 58 € ";" 58 € ";"CRISTACER";"LOGAN";1,62;"m²";0
"EXT";180;"C";2;" CARRELAGE ";9090;"CREAM";"CR";"LN";9090;" 58 € ";" 58 € ";"CRISTACER";"LOGAN";1,62;"m²";0
"INT ";180;"C";2;" CARRELAGE ";60120;"CREAM";"CR";"LN";60120;" 57 € ";" 57 € ";"CRISTACER";"LOGAN";1,44;"m²";0
"INT";180;"C";2;" PLINTHE ";890;"CREAM";"CR";"LN";890;" 10 € ";" 10 € ";"CRISTACER";"LOGAN";10;"pce";0
"INT";180;"C";2;" PLINTHE ";860;"CREAM";"CR";"LN";860;" 7 € ";" 7 € ";"CRISTACER";"LOGAN";18;"pce";0
"EXT";180;"C";2;" CARRELAGE ";60120;"CREAM";"CR";"LN";60120;" 57 € ";" 57 € ";"CRISTACER";"LOGAN";1,44;"m²";0
"INT ";180;"C";3;" CARRELAGE ";3060;"NUVOLA";"CR";"LN";3060;" 47 € ";" 47 € ";"CRISTACER";"LOGAN";1,03;"m²";0
"EXT";180;"C";3;" CARRELAGE ";3060;"NUVOLA";"CR";"LN";3060;" 47 € ";" 47 € ";"CRISTACER";"LOGAN";1,03;"m²";0
"INT ";180;"C";3;" CARRELAGE ";4590;"NUVOLA";"CR";"LN";4590;" 57 € ";" 57 € ";"CRISTACER";"LOGAN";1,21;"m²";0
"EXT";180;"C";3;" CARRELAGE ";4590;"NUVOLA";"CR";"LN";4590;" 57 € ";" 57 € ";"CRISTACER";"LOGAN";1,21;"m²";0
"INT ";180;"C";3;" CARRELAGE ";6060;"NUVOLA";"CR";"LN";6060;" 42 € ";" 42 € ";"CRISTACER";"LOGAN";1,05;"m²";0
"EXT";180;"C";3;" CARRELAGE ";6060;"NUVOLA";"CR";"LN";6060;" 42 € ";" 42 € ";"CRISTACER";"LOGAN";1,05;"m²";0
"INT ";180;"C";3;" CARRELAGE ";9090;"NUVOLA";"CR";"LN";9090;" 58 € ";" 58 € ";"CRISTACER";"LOGAN";1,62;"m²";0
"EXT";180;"C";3;" CARRELAGE ";9090;"NUVOLA";"CR";"LN";9090;" 58 € ";" 58 € ";"CRISTACER";"LOGAN";1,62;"m²";0
"INT ";180;"C";3;" CARRELAGE ";60120;"NUVOLA";"CR";"LN";60120;" 57 € ";" 57 € ";"CRISTACER";"LOGAN";1,44;"m²";0
"EXT";180;"C";3;" CARRELAGE ";60120;"NUVOLA";"CR";"LN";60120;" 57 € ";" 57 € ";"CRISTACER";"LOGAN";1,44;"m²";0
"INT";180;"C";3;" PLINTHE ";890;"NUVOLA";"CR";"LN";890;" 10 € ";" 10 € ";"CRISTACER";"LOGAN";10;"pce";0
"INT";180;"C";3;" PLINTHE ";860;"NUVOLA";"CR";"LN";860;" 7 € ";" 7 € ";"CRISTACER";"LOGAN";18;"pce";0
"INT ";180;"C";4;" CARRELAGE ";3060;"GRIGIO";"CR";"LN";3060;" 47 € ";" 47 € ";"CRISTACER";"LOGAN";1,03;"m²";0
"EXT";180;"C";4;" CARRELAGE ";3060;"GRIGIO";"CR";"LN";3060;" 47 € ";" 47 € ";"CRISTACER";"LOGAN";1,03;"m²";0
"INT ";180;"C";4;" CARRELAGE ";4590;"GRIGIO";"CR";"LN";4590;" 57 € ";" 57 € ";"CRISTACER";"LOGAN";1,21;"m²";0
"EXT";180;"C";4;" CARRELAGE ";4590;"GRIGIO";"CR";"LN";4590;" 57 € ";" 57 € ";"CRISTACER";"LOGAN";1,21;"m²";0
"INT ";180;"C";4;" CARRELAGE ";6060;"GRIGIO";"CR";"LN";6060;" 42 € ";" 42 € ";"CRISTACER";"LOGAN";1,05;"m²";0
"EXT";180;"C";4;" CARRELAGE ";6060;"GRIGIO";"CR";"LN";6060;" 42 € ";" 42 € ";"CRISTACER";"LOGAN";1,05;"m²";0
"INT ";180;"C";4;" CARRELAGE ";9090;"GRIGIO";"CR";"LN";9090;" 58 € ";" 58 € ";"CRISTACER";"LOGAN";1,62;"m²";0
